Country,Year,Month,MonthlyNewCases,MonthlyNewDeaths,Percent
Czech Republic,2020,9,44301.0,231.0,0.521
Czech Republic,2020,10,266183.0,2596.0,0.975
Czech Republic,2020,11,188196.0,5044.0,2.68
Czech Republic,2020,12,195363.0,3285.0,1.681
Czech Republic,2021,1,266113.0,4728.0,1.777
Czech Republic,2021,2,250706.0,4031.0,1.608
Czech Republic,2021,3,296852.0,6082.0,2.049
Czech Republic,2021,4,98426.0,2846.0,2.892
Denmark,2020,4,6317.0,362.0,5.731
Denmark,2020,5,2513.0,122.0,4.855
Denmark,2020,6,1099.0,31.0,2.821
Denmark,2020,7,1060.0,10.0,0.943
Denmark,2020,8,3382.0,9.0,0.266
Denmark,2020,9,11069.0,26.0,0.235
Denmark,2020,10,18384.0,71.0,0.386
Denmark,2020,11,34139.0,116.0,0.34
Denmark,2020,12,83114.0,461.0,0.555
Denmark,2021,1,35040.0,828.0,2.363
Denmark,2021,2,12727.0,236.0,1.854
Denmark,2021,3,19412.0,58.0,0.299
Denmark,2021,4,19954.0,64.0,0.321
Diamond Princess,2020,4,0.0,3.0,""
Diamond Princess,2020,5,0.0,0.0,""
Diamond Princess,2020,6,0.0,0.0,""
Diamond Princess,2020,7,0.0,0.0,""
Diamond Princess,2020,8,0.0,0.0,""
Diamond Princess,2020,9,0.0,0.0,""
Diamond Princess,2020,10,0.0,0.0,""
Diamond Princess,2020,11,0.0,0.0,""
Diamond Princess,2020,12,0.0,0.0,""
Diamond Princess,2021,1,0.0,0.0,""
Diamond Princess,2021,2,0.0,0.0,""
Diamond Princess,2021,3,0.0,0.0,""
Diamond Princess,2021,4,0.0,0.0,""
Djibouti,2020,4,1059.0,2.0,0.189
Djibouti,2020,5,2265.0,22.0,0.971
Djibouti,2020,6,1328.0,30.0,2.259
Djibouti,2020,7,402.0,4.0,0.995
Djibouti,2020,8,303.0,2.0,0.66
Djibouti,2020,9,29.0,1.0,3.448
Djibouti,2020,10,145.0,0.0,0.0
Djibouti,2020,11,118.0,0.0,0.0
Djibouti,2020,12,152.0,0.0,0.0
Djibouti,2021,1,101.0,2.0,1.98
Djibouti,2021,2,134.0,0.0,0.0
Djibouti,2021,3,1936.0,7.0,0.362
Djibouti,2021,4,3098.0,73.0,2.356
Dominica,2020,4,4.0,0.0,0.0
Dominica,2020,5,0.0,0.0,""
Dominica,2020,6,2.0,0.0,0.0
Dominica,2020,7,0.0,0.0,""
Dominica,2020,8,2.0,0.0,0.0
Dominica,2020,9,10.0,0.0,0.0
Dominica,2020,10,20.0,0.0,0.0
Dominica,2020,11,35.0,0.0,0.0
Dominica,2020,12,3.0,0.0,0.0
Dominica,2021,1,29.0,0.0,0.0
Dominica,2021,2,25.0,0.0,0.0
Dominica,2021,3,19.0,0.0,0.0
Dominica,2021,4,13.0,0.0,0.0
Dominican Republic,2020,4,5863.0,250.0,4.264
Dominican Republic,2020,5,10313.0,201.0,1.949
Dominican Republic,2020,6,15283.0,245.0,1.603
Dominican Republic,2020,7,37081.0,413.0,1.114
Dominican Republic,2020,8,25066.0,550.0,2.194
Dominican Republic,2020,9,17494.0,395.0,2.258
Dominican Republic,2020,10,14809.0,140.0,0.945
Dominican Republic,2020,11,16970.0,86.0,0.507
Dominican Republic,2020,12,26797.0,83.0,0.31
Dominican Republic,2021,1,43275.0,252.0,0.582
Dominican Republic,2021,2,25557.0,434.0,1.698
Dominican Republic,2021,3,13110.0,225.0,1.716
Dominican Republic,2021,4,13834.0,155.0,1.12
Ecuador,2020,4,22694.0,825.0,3.635
Ecuador,2020,5,14164.0,2458.0,17.354
Ecuador,2020,6,17334.0,1169.0,6.744
Ecuador,2020,7,28923.0,1175.0,4.063
Ecuador,2020,8,28412.0,854.0,3.006
Ecuador,2020,9,23280.0,4799.0,20.614
Ecuador,2020,10,31145.0,1315.0,4.222
Ecuador,2020,11,24493.0,791.0,3.229
Ecuador,2020,12,19827.0,573.0,2.89
Ecuador,2021,1,38316.0,825.0,2.153
Ecuador,2021,2,35327.0,952.0,2.695
Ecuador,2021,3,42600.0,1036.0,2.432
Ecuador,2021,4,53107.0,1784.0,3.359
Egypt,2020,4,4827.0,346.0,7.168
Egypt,2020,5,19448.0,567.0,2.915
Egypt,2020,6,43326.0,1994.0,4.602
Egypt,2020,7,25767.0,1852.0,7.187
Egypt,2020,8,4861.0,616.0,12.672
Egypt,2020,9,4259.0,509.0,11.951
Egypt,2020,10,4357.0,336.0,7.712
Egypt,2020,11,8356.0,384.0,4.596
Egypt,2020,12,22151.0,981.0,4.429
Egypt,2021,1,27889.0,1685.0,6.042
Egypt,2021,2,16473.0,1372.0,8.329
Egypt,2021,3,19707.0,1307.0,6.632
Egypt,2021,4,25421.0,1344.0,5.287
El Salvador,2020,4,363.0,9.0,2.479
El Salvador,2020,5,2122.0,36.0,1.697
El Salvador,2020,6,3921.0,128.0,3.264
El Salvador,2020,7,10194.0,274.0,2.688
El Salvador,2020,8,9097.0,269.0,2.957
El Salvador,2020,9,3348.0,126.0,3.763
El Salvador,2020,10,4749.0,132.0,2.78
El Salvador,2020,11,5115.0,139.0,2.717
El Salvador,2020,12,7301.0,213.0,2.917
El Salvador,2021,1,8724.0,296.0,3.393
El Salvador,2021,2,5215.0,231.0,4.43
El Salvador,2021,3,4545.0,152.0,3.344
El Salvador,2021,4,4472.0,118.0,2.639
Equatorial Guinea,2020,4,303.0,1.0,0.33
Equatorial Guinea,2020,5,991.0,11.0,1.11
Equatorial Guinea,2020,6,695.0,20.0,2.878
Equatorial Guinea,2020,7,2820.0,51.0,1.809
Equatorial Guinea,2020,8,120.0,0.0,0.0
Equatorial Guinea,2020,9,89.0,0.0,0.0
Equatorial Guinea,2020,10,58.0,0.0,0.0
Equatorial Guinea,2020,11,65.0,2.0,3.077
Equatorial Guinea,2020,12,124.0,1.0,0.806
Equatorial Guinea,2021,1,239.0,0.0,0.0
Equatorial Guinea,2021,2,489.0,5.0,1.022
Equatorial Guinea,2021,3,909.0,11.0,1.21
Equatorial Guinea,2021,4,780.0,10.0,1.282
Eritrea,2020,4,24.0,0.0,0.0
Eritrea,2020,5,0.0,0.0,""
Eritrea,2020,6,164.0,0.0,0.0
Eritrea,2020,7,76.0,0.0,0.0
Eritrea,2020,8,40.0,0.0,0.0
Eritrea,2020,9,56.0,0.0,0.0
Eritrea,2020,10,88.0,0.0,0.0
Eritrea,2020,11,114.0,0.0,0.0
Eritrea,2020,12,743.0,3.0,0.404
Eritrea,2021,1,815.0,4.0,0.491
Eritrea,2021,2,712.0,0.0,0.0
Eritrea,2021,3,438.0,3.0,0.685
Eritrea,2021,4,386.0,0.0,0.0
Estonia,2020,4,944.0,48.0,5.085
Estonia,2020,5,180.0,16.0,8.889
Estonia,2020,6,120.0,1.0,0.833
Estonia,2020,7,75.0,0.0,0.0
Estonia,2020,8,311.0,-5.0,-1.608
Estonia,2020,9,996.0,0.0,0.0
Estonia,2020,10,1534.0,9.0,0.587
Estonia,2020,11,7403.0,45.0,0.608
Estonia,2020,12,15682.0,111.0,0.708
Estonia,2021,1,16218.0,190.0,1.172
Estonia,2021,2,21392.0,170.0,0.795
Estonia,2021,3,40824.0,313.0,0.767
Estonia,2021,4,15595.0,259.0,1.661
Eswatini,2020,4,91.0,1.0,1.099
Eswatini,2020,5,185.0,1.0,0.541
Eswatini,2020,6,527.0,9.0,1.708
Eswatini,2020,7,1836.0,30.0,1.634
Eswatini,2020,8,1929.0,50.0,2.592
Eswatini,2020,9,905.0,18.0,1.989
Eswatini,2020,10,435.0,8.0,1.839
Eswatini,2020,11,502.0,5.0,0.996
Eswatini,2020,12,2939.0,83.0,2.824
Eswatini,2021,1,6353.0,360.0,5.667
Eswatini,2021,2,1303.0,87.0,6.677
Eswatini,2021,3,323.0,15.0,4.644
Eswatini,2021,4,1121.0,4.0,0.357
Ethiopia,2020,4,105.0,3.0,2.857
Ethiopia,2020,5,1041.0,8.0,0.768
Ethiopia,2020,6,4674.0,92.0,1.968
Ethiopia,2020,7,11684.0,171.0,1.464
Ethiopia,2020,8,34601.0,535.0,1.546
Ethiopia,2020,9,23237.0,389.0,1.674
Ethiopia,2020,10,20801.0,271.0,1.303
Ethiopia,2020,11,13905.0,237.0,1.704
Ethiopia,2020,12,14190.0,217.0,1.529
Ethiopia,2021,1,13386.0,170.0,1.27
Ethiopia,2021,2,21422.0,272.0,1.27
Ethiopia,2021,3,47517.0,500.0,1.052
Ethiopia,2021,4,50853.0,823.0,1.618
Fiji,2020,4,13.0,0.0,0.0
Fiji,2020,5,0.0,0.0,""
Fiji,2020,6,0.0,0.0,""
Fiji,2020,7,9.0,1.0,11.111
Fiji,2020,8,1.0,1.0,100.0
Fiji,2020,9,4.0,0.0,0.0
Fiji,2020,10,2.0,0.0,0.0
Fiji,2020,11,8.0,0.0,0.0
Fiji,2020,12,7.0,0.0,0.0
Fiji,2021,1,6.0,0.0,0.0
Fiji,2021,2,4.0,0.0,0.0
Fiji,2021,3,8.0,0.0,0.0
Fiji,2021,4,50.0,0.0,0.0
Finland,2020,4,3577.0,194.0,5.424
Finland,2020,5,1864.0,109.0,5.848
Finland,2020,6,355.0,8.0,2.254
Finland,2020,7,218.0,1.0,0.459
Finland,2020,8,654.0,7.0,1.07
Finland,2020,9,1906.0,8.0,0.42
Finland,2020,10,6121.0,14.0,0.229
Finland,2020,11,8799.0,41.0,0.466
Finland,2020,12,11195.0,162.0,1.447
Finland,2021,1,9131.0,110.0,1.205
Finland,2021,2,12434.0,71.0,0.571
Finland,2021,3,19780.0,102.0,0.516
Finland,2021,4,9356.0,70.0,0.748
France,2020,4,116583.0,20854.0,17.888
France,2020,5,22114.0,4425.0,20.01
France,2020,6,13269.0,1041.0,7.845
France,2020,7,22995.0,422.0,1.835
France,2020,8,93921.0,378.0,0.402
France,2020,9,284733.0,1332.0,0.468
France,2020,10,808471.0,4849.0,0.6
France,2020,11,862510.0,15992.0,1.854
France,2020,12,400792.0,11940.0,2.979
France,2021,1,578254.0,11442.0,1.979
France,2021,2,559719.0,10379.0,1.854
France,2021,3,889429.0,9218.0,1.036
France,2021,4,972767.0,8877.0,0.913
Gabon,2020,4,260.0,2.0,0.769
Gabon,2020,5,2379.0,14.0,0.588
Gabon,2020,6,2739.0,25.0,0.913
Gabon,2020,7,1958.0,7.0,0.358
Gabon,2020,8,1181.0,4.0,0.339
Gabon,2020,9,233.0,1.0,0.429
Gabon,2020,10,202.0,1.0,0.495
Gabon,2020,11,246.0,5.0,2.033
Gabon,2020,12,357.0,4.0,1.12
Gabon,2021,1,1177.0,4.0,0.34
Gabon,2021,2,3816.0,15.0,0.393
Gabon,2021,3,4986.0,35.0,0.702
Gabon,2021,4,3525.0,21.0,0.596
Gambia,2020,4,7.0,0.0,0.0
Gambia,2020,5,14.0,0.0,0.0
Gambia,2020,6,24.0,1.0,4.167
Gambia,2020,7,449.0,7.0,1.559
Gambia,2020,8,2465.0,87.0,3.529
Gambia,2020,9,616.0,16.0,2.597
Gambia,2020,10,93.0,7.0,7.527
Gambia,2020,11,70.0,4.0,5.714
Gambia,2020,12,55.0,1.0,1.818
Gambia,2021,1,293.0,4.0,1.365
Gambia,2021,2,622.0,22.0,3.537
Gambia,2021,3,747.0,15.0,2.008
Gambia,2021,4,439.0,9.0,2.05
Georgia,2020,4,429.0,6.0,1.399
Georgia,2020,5,244.0,6.0,2.459
Georgia,2020,6,145.0,3.0,2.069
Georgia,2020,7,240.0,2.0,0.833
Georgia,2020,8,319.0,2.0,0.627
Georgia,2020,9,4705.0,20.0,0.425
Georgia,2020,10,32744.0,268.0,0.818
Georgia,2020,11,96648.0,960.0,0.993
Georgia,2020,12,91836.0,1238.0,1.348
Georgia,2021,1,30691.0,673.0,2.193
Georgia,2021,2,12647.0,332.0,2.625
Georgia,2021,3,11003.0,268.0,2.436
Georgia,2021,4,28549.0,332.0,1.163
Germany,2020,4,91201.0,5848.0,6.412
Germany,2020,5,20401.0,1917.0,9.397
Germany,2020,6,12008.0,450.0,3.748
Germany,2020,7,14981.0,157.0,1.048
Germany,2020,8,34403.0,156.0,0.453
Germany,2020,9,48111.0,192.0,0.399
Germany,2020,10,238877.0,988.0,0.414
Germany,2020,11,538122.0,6211.0,1.154
Germany,2020,12,690608.0,17097.0,2.476
Germany,2021,1,465139.0,23372.0,5.025
Germany,2021,2,224636.0,12989.0,5.782
Germany,2021,3,393349.0,6437.0,1.636
Germany,2021,4,561721.0,6508.0,1.159
Ghana,2020,4,1913.0,12.0,0.627
Ghana,2020,5,5996.0,19.0,0.317
Ghana,2020,6,9671.0,76.0,0.786
Ghana,2020,7,17760.0,70.0,0.394
Ghana,2020,8,8797.0,94.0,1.069
Ghana,2020,9,2328.0,25.0,1.074
Ghana,2020,10,1429.0,19.0,1.33
Ghana,2020,11,3612.0,3.0,0.083
Ghana,2020,12,3104.0,12.0,0.387
Ghana,2021,1,12239.0,81.0,0.662
Ghana,2021,2,17013.0,191.0,1.123
Ghana,2021,3,6560.0,136.0,2.073
Ghana,2021,4,1979.0,36.0,1.819
Greece,2020,4,1277.0,91.0,7.126
Greece,2020,5,326.0,35.0,10.736
Greece,2020,6,492.0,17.0,3.455
Greece,2020,7,1068.0,14.0,1.311
Greece,2020,8,5840.0,60.0,1.027
Greece,2020,9,8158.0,125.0,1.532
Greece,2020,10,20776.0,235.0,1.131
Greece,2020,11,66020.0,1780.0,2.696
Greece,2020,12,33579.0,2432.0,7.243
Greece,2021,1,18107.0,958.0,5.291
Greece,2021,2,34143.0,708.0,2.074
Greece,2021,3,72589.0,1589.0,2.189
Greece,2021,4,81344.0,2288.0,2.813
Grenada,2020,4,11.0,0.0,0.0
Grenada,2020,5,3.0,0.0,0.0
Grenada,2020,6,0.0,0.0,""
Grenada,2020,7,1.0,0.0,0.0
Grenada,2020,8,0.0,0.0,""
Grenada,2020,9,0.0,0.0,""
Grenada,2020,10,4.0,0.0,0.0
Grenada,2020,11,13.0,0.0,0.0
Grenada,2020,12,86.0,0.0,0.0
Grenada,2021,1,21.0,1.0,4.762
Grenada,2021,2,0.0,0.0,""
Grenada,2021,3,7.0,0.0,0.0
Grenada,2021,4,5.0,0.0,0.0
Guatemala,2020,4,561.0,15.0,2.674
Guatemala,2020,5,4488.0,92.0,2.05
Guatemala,2020,6,13009.0,665.0,5.112
Guatemala,2020,7,31693.0,1151.0,3.632
Guatemala,2020,8,24285.0,836.0,3.442
Guatemala,2020,9,17672.0,486.0,2.75
Guatemala,2020,10,16193.0,483.0,2.983
Guatemala,2020,11,14123.0,442.0,3.13
Guatemala,2020,12,15950.0,642.0,4.025
Guatemala,2021,1,21492.0,830.0,3.862
Guatemala,2021,2,15038.0,750.0,4.987
Guatemala,2021,3,19292.0,447.0,2.317
Guatemala,2021,4,33837.0,684.0,2.021
Guinea,2020,4,1473.0,7.0,0.475
Guinea,2020,5,2211.0,16.0,0.724
Guinea,2020,6,1685.0,10.0,0.593
Guinea,2020,7,1917.0,13.0,0.678
Guinea,2020,8,2101.0,13.0,0.619
Guinea,2020,9,1243.0,7.0,0.563
Guinea,2020,10,1420.0,6.0,0.423
Guinea,2020,11,1047.0,4.0,0.382
Guinea,2020,12,603.0,5.0,0.829
Guinea,2021,1,824.0,1.0,0.121
Guinea,2021,2,1446.0,7.0,0.484
Guinea,2021,3,3916.0,36.0,0.919
Guinea,2021,4,2307.0,19.0,0.824
Guinea-Bissau,2020,4,197.0,1.0,0.508
Guinea-Bissau,2020,5,1051.0,7.0,0.666
Guinea-Bissau,2020,6,398.0,16.0,4.02
Guinea-Bissau,2020,7,327.0,2.0,0.612
Guinea-Bissau,2020,8,224.0,8.0,3.571
Guinea-Bissau,2020,9,119.0,5.0,4.202
Guinea-Bissau,2020,10,89.0,2.0,2.247
Guinea-Bissau,2020,11,28.0,3.0,10.714
Guinea-Bissau,2020,12,11.0,1.0,9.091
Guinea-Bissau,2021,1,182.0,0.0,0.0
Guinea-Bissau,2021,2,628.0,3.0,0.478
Guinea-Bissau,2021,3,388.0,15.0,3.866
Guinea-Bissau,2021,4,84.0,4.0,4.762
Guyana,2020,4,70.0,7.0,10.0
Guyana,2020,5,71.0,3.0,4.225
Guyana,2020,6,92.0,0.0,0.0
Guyana,2020,7,168.0,8.0,4.762
Guyana,2020,8,893.0,19.0,2.128
Guyana,2020,9,1588.0,41.0,2.582
Guyana,2020,10,1268.0,44.0,3.47
Guyana,2020,11,1244.0,27.0,2.17
Guyana,2020,12,926.0,13.0,1.404
Guyana,2021,1,1309.0,12.0,0.917
Guyana,2021,2,944.0,19.0,2.013
Guyana,2021,3,1664.0,36.0,2.163
Guyana,2021,4,3034.0,65.0,2.142
Haiti,2020,4,61.0,6.0,9.836
Haiti,2020,5,1508.0,29.0,1.923
Haiti,2020,6,4263.0,69.0,1.619
Haiti,2020,7,1531.0,55.0,3.592
Haiti,2020,8,831.0,42.0,5.054
Haiti,2020,9,531.0,26.0,4.896
Haiti,2020,10,314.0,5.0,1.592
Haiti,2020,11,218.0,0.0,0.0
Haiti,2020,12,727.0,4.0,0.55
Haiti,2021,1,1534.0,9.0,0.587
Haiti,2021,2,897.0,5.0,0.557
Haiti,2021,3,328.0,2.0,0.61
Haiti,2021,4,298.0,2.0,0.671
Holy See,2020,4,5.0,0.0,0.0
Holy See,2020,5,1.0,0.0,0.0
Holy See,2020,6,0.0,0.0,""
Holy See,2020,7,0.0,0.0,""
Holy See,2020,8,0.0,0.0,""
Holy See,2020,9,0.0,0.0,""
Holy See,2020,10,15.0,0.0,0.0
Holy See,2020,11,0.0,0.0,""
Holy See,2020,12,0.0,0.0,""
Holy See,2021,1,0.0,0.0,""
Holy See,2021,2,0.0,0.0,""
Holy See,2021,3,0.0,0.0,""
Holy See,2021,4,0.0,0.0,""
Honduras,2020,4,630.0,64.0,10.159
Honduras,2020,5,4431.0,141.0,3.182
Honduras,2020,6,14356.0,285.0,1.985
Honduras,2020,7,22456.0,840.0,3.741
Honduras,2020,8,19000.0,536.0,2.821
Honduras,2020,9,15886.0,480.0,3.022
Honduras,2020,10,19988.0,316.0,1.581
Honduras,2020,11,11365.0,249.0,2.191
Honduras,2020,12,13574.0,212.0,1.562
Honduras,2021,1,26016.0,480.0,1.845
Honduras,2021,2,22461.0,541.0,2.409
Honduras,2021,3,18739.0,454.0,2.423
Honduras,2021,4,23290.0,676.0,2.903
Hong Kong,2020,4,323.0,0.0,0.0
Hong Kong,2020,5,47.0,0.0,0.0
Hong Kong,2020,6,121.0,3.0,2.479
Hong Kong,2020,7,2067.0,20.0,0.968
Hong Kong,2020,8,1538.0,62.0,4.031
Hong Kong,2020,9,277.0,16.0,5.776
Hong Kong,2020,10,236.0,0.0,0.0
Hong Kong,2020,11,991.0,4.0,0.404
Hong Kong,2020,12,2532.0,39.0,1.54
Hong Kong,2021,1,1606.0,33.0,2.055
Hong Kong,2021,2,553.0,18.0,3.255
Hong Kong,2021,3,462.0,6.0,1.299
Hong Kong,2021,4,307.0,4.0,1.303
Hungary,2020,4,2283.0,296.0,12.965
Hungary,2020,5,1101.0,214.0,19.437
Hungary,2020,6,279.0,59.0,21.147
Hungary,2020,7,350.0,11.0,3.143
Hungary,2020,8,1634.0,19.0,1.163
Hungary,2020,9,20322.0,150.0,0.738
Hungary,2020,10,48860.0,985.0,2.016
Hungary,2020,11,141801.0,3073.0,2.167
Hungary,2020,12,105392.0,4714.0,4.473
Hungary,2021,1,45072.0,2987.0,6.627
Hungary,2021,2,61013.0,2450.0,4.016
Hungary,2021,3,223834.0,5763.0,2.575
Hungary,2021,4,126915.0,6803.0,5.36
Iceland,2020,4,662.0,8.0,1.208
Iceland,2020,5,9.0,0.0,0.0
Iceland,2020,6,36.0,0.0,0.0
Iceland,2020,7,43.0,0.0,0.0
Iceland,2020,8,222.0,0.0,0.0
Iceland,2020,9,621.0,0.0,0.0
Iceland,2020,10,2137.0,2.0,0.094
Iceland,2020,11,527.0,14.0,2.657
Iceland,2020,12,362.0,3.0,0.829
Iceland,2021,1,248.0,0.0,0.0
Iceland,2021,2,47.0,0.0,0.0
Iceland,2021,3,156.0,0.0,0.0
Iceland,2021,4,267.0,0.0,0.0
India,2020,4,33466.0,1119.0,3.344
India,2020,5,155746.0,4254.0,2.731
India,2020,6,394884.0,11992.0,3.037
India,2020,7,1110495.0,19111.0,1.721
India,2020,8,1995178.0,28777.0,1.442
India,2020,9,2621418.0,33390.0,1.274
India,2020,10,1871498.0,23433.0,1.252
India,2020,11,1278727.0,15510.0,1.213
India,2020,12,803865.0,11117.0,1.383
India,2021,1,490936.0,5654.0,1.152
India,2021,2,354631.0,2765.0,0.78
India,2021,3,1109424.0,5770.0,0.52
India,2021,4,6943304.0,48926.0,0.705
Indonesia,2020,4,8590.0,656.0,7.637
Indonesia,2020,5,16355.0,821.0,5.02
Indonesia,2020,6,29912.0,1263.0,4.222
Indonesia,2020,7,51991.0,2255.0,4.337
Indonesia,2020,8,66420.0,2286.0,3.442
Indonesia,2020,9,112212.0,3323.0,2.961
Indonesia,2020,10,123080.0,3129.0,2.542
Indonesia,2020,11,128795.0,3076.0,2.388
Indonesia,2020,12,204315.0,5193.0,2.542
Indonesia,2021,1,335116.0,7860.0,2.345
Indonesia,2021,2,256320.0,6168.0,2.406
Indonesia,2021,3,177078.0,4692.0,2.65
Indonesia,2021,4,156656.0,4663.0,2.977
Iran,2020,4,50035.0,3130.0,6.256
Iran,2020,5,56826.0,1769.0,3.113
Iran,2020,6,76196.0,3020.0,3.963
Iran,2020,7,76542.0,5949.0,7.772
Iran,2020,8,71008.0,4805.0,6.767
Iran,2020,9,82007.0,4598.0,5.607
Iran,2020,10,155553.0,8695.0,5.59
Iran,2020,11,349298.0,13382.0,3.831
Iran,2020,12,263072.0,6977.0,2.652
Iran,2021,1,192857.0,2736.0,1.419
Iran,2021,2,213170.0,2114.0,0.992
Iran,2021,3,254395.0,2592.0,1.019
Iran,2021,4,613513.0,9093.0,1.482
Iraq,2020,4,1391.0,43.0,3.091
Iraq,2020,5,4354.0,112.0,2.572
Iraq,2020,6,42670.0,1738.0,4.073
Iraq,2020,7,75500.0,2798.0,3.706
Iraq,2020,8,110325.0,2301.0,2.086
Iraq,2020,9,128047.0,2139.0,1.67
Iraq,2020,10,109649.0,1729.0,1.577
Iraq,2020,11,79919.0,1348.0,1.687
Iraq,2020,12,42742.0,555.0,1.298
Iraq,2021,1,24345.0,234.0,0.961
Iraq,2021,2,75853.0,359.0,0.473
Iraq,2021,3,155435.0,917.0,0.59
Iraq,2021,4,214275.0,1142.0,0.533
Ireland,2020,4,17377.0,1161.0,6.681
Ireland,2020,5,4378.0,420.0,9.593
Ireland,2020,6,483.0,84.0,17.391
Ireland,2020,7,592.0,27.0,4.561
Ireland,2020,8,2746.0,14.0,0.51
Ireland,2020,9,7344.0,27.0,0.368
Ireland,2020,10,25301.0,109.0,0.431
Ireland,2020,11,11088.0,140.0,1.263
Ireland,2020,12,19235.0,184.0,0.957
Ireland,2021,1,104768.0,1070.0,1.021
Ireland,2021,2,23045.0,1012.0,4.391
Ireland,2021,3,16262.0,368.0,2.263
Ireland,2021,4,13016.0,216.0,1.659
Israel,2020,4,10179.0,204.0,2.004
Israel,2020,5,1183.0,62.0,5.241
Israel,2020,6,8359.0,40.0,0.479
Israel,2020,7,46296.0,237.0,0.512
Israel,2020,8,45172.0,389.0,0.861
Israel,2020,9,130505.0,651.0,0.499
Israel,2020,10,66938.0,957.0,1.43
Israel,2020,11,22842.0,311.0,1.362
Israel,2020,12,86071.0,453.0,0.526
Israel,2021,1,220173.0,1471.0,0.668
Israel,2021,2,132372.0,956.0,0.722
Israel,2021,3,57298.0,457.0,0.798
Israel,2021,4,5376.0,154.0,2.865
Italy,2020,4,99671.0,15539.0,15.59
Italy,2020,5,27534.0,5448.0,19.786
Italy,2020,6,7581.0,1352.0,17.834
Italy,2020,7,6959.0,374.0,5.374
Italy,2020,8,21677.0,342.0,1.578
Italy,2020,9,45647.0,411.0,0.9
Italy,2020,10,364569.0,2724.0,0.747
Italy,2020,11,922124.0,16958.0,1.839
Italy,2020,12,505612.0,18583.0,3.675
Italy,2021,1,445866.0,14357.0,3.22
Italy,2021,2,372233.0,9183.0,2.467
Italy,2021,3,659634.0,11647.0,1.766
Italy,2021,4,437754.0,11461.0,2.618
Ivory Coast,2020,4,1096.0,13.0,1.186
Ivory Coast,2020,5,1558.0,19.0,1.22
Ivory Coast,2020,6,6666.0,35.0,0.525
Ivory Coast,2020,7,6548.0,34.0,0.519
Ivory Coast,2020,8,2020.0,15.0,0.743
Ivory Coast,2020,9,1657.0,3.0,0.181
Ivory Coast,2020,10,992.0,6.0,0.605
Ivory Coast,2020,11,615.0,6.0,0.976
Ivory Coast,2020,12,1159.0,5.0,0.431
Ivory Coast,2021,1,5909.0,17.0,0.288
Ivory Coast,2021,2,4355.0,38.0,0.873
Ivory Coast,2021,3,11135.0,52.0,0.467
Ivory Coast,2021,4,2147.0,42.0,1.956
Jamaica,2020,4,386.0,7.0,1.813
Jamaica,2020,5,164.0,1.0,0.61
Jamaica,2020,6,116.0,1.0,0.862
Jamaica,2020,7,176.0,0.0,0.0
Jamaica,2020,8,1581.0,11.0,0.696
Jamaica,2020,9,4023.0,86.0,2.138
Jamaica,2020,10,2612.0,99.0,3.79
Jamaica,2020,11,1669.0,51.0,3.056
Jamaica,2020,12,2064.0,45.0,2.18
Jamaica,2021,1,2826.0,48.0,1.699
Jamaica,2021,2,7610.0,72.0,0.946
Jamaica,2021,3,15974.0,174.0,1.089
Jamaica,2021,4,6341.0,182.0,2.87
Japan,2020,4,12135.0,374.0,3.082
Japan,2020,5,2663.0,468.0,17.574
Japan,2020,6,1864.0,74.0,3.97
Japan,2020,7,17619.0,36.0,0.204
Japan,2020,8,32162.0,290.0,0.902
Japan,2020,9,15195.0,277.0,1.823
Japan,2020,10,17736.0,194.0,1.094
Japan,2020,11,47635.0,307.0,0.644
Japan,2020,12,86849.0,1216.0,1.4
Japan,2021,1,154355.0,2461.0,1.594
Japan,2021,2,41924.0,2136.0,5.095
Japan,2021,3,42551.0,1266.0,2.975
Japan,2021,4,118623.0,1044.0,0.88
Jordan,2020,4,179.0,3.0,1.676
Jordan,2020,5,286.0,1.0,0.35
Jordan,2020,6,393.0,0.0,0.0
Jordan,2020,7,61.0,2.0,3.279
Jordan,2020,8,841.0,4.0,0.476
Jordan,2020,9,9791.0,46.0,0.47
Jordan,2020,10,60782.0,768.0,1.264
Jordan,2020,11,146823.0,1922.0,1.309
Jordan,2020,12,75064.0,1083.0,1.443
Jordan,2021,1,32361.0,482.0,1.489
Jordan,2021,2,64235.0,385.0,0.599
Jordan,2021,3,220487.0,2157.0,0.978
Jordan,2021,4,99796.0,1978.0,1.982
Kazakhstan,2020,4,3059.0,23.0,0.752
Kazakhstan,2020,5,7456.0,15.0,0.201
Kazakhstan,2020,6,11450.0,148.0,1.293
Kazakhstan,2020,7,68059.0,605.0,0.889
Kazakhstan,2020,8,40306.0,988.0,2.451
Kazakhstan,2020,9,10034.0,297.0,2.96
Kazakhstan,2020,10,8992.0,148.0,1.646
Kazakhstan,2020,11,24864.0,207.0,0.833
Kazakhstan,2020,12,26633.0,328.0,1.232
Kazakhstan,2021,1,34648.0,285.0,0.823
Kazakhstan,2021,2,26871.0,116.0,0.432
Kazakhstan,2021,3,34757.0,70.0,0.201
Kazakhstan,2021,4,78067.0,102.0,0.131
Kenya,2020,4,337.0,16.0,4.748
Kenya,2020,5,1566.0,47.0,3.001
Kenya,2020,6,4404.0,84.0,1.907
Kenya,2020,7,14270.0,193.0,1.352
Kenya,2020,8,13565.0,236.0,1.74
Kenya,2020,9,4328.0,134.0,3.096
Kenya,2020,10,16663.0,270.0,1.62
